key	zh	en	es
ST01_DEOSGRACIAS/DLG_0117_1	据说佩佩塔即使在死后也能和她的哥哥说话	It was said that Perpertva could speak to her brother even after death.	Se decía que Perpetva podía hablar con su hermano después de muerta.
ST01_DEOSGRACIAS/DLG_0117_2	因为扭曲正是奇迹之路	For twisted are the paths of the Miracle.	Pues nudosos son los caminos del Milagro.
ST01_DEOSGRACIAS/DLG_0118_0	三字之结。这就是第一奇迹发生的地方。一个虔诚而痛苦的年轻人请求至高意志惩罚他	The Knot of the Three Words. Here is where the First Miracle took place. One devout and tormented youngster asked the High Will for punishment.	El Nudo de las Tres Palabras. Aquí ocurrió el Primer Milagro. Aquel piadoso y atormentado joven pidió a la Alta Voluntad ser castigado.
ST01_DEOSGRACIAS/DLG_0118_1	他把一根木头放在他坐着祈祷的地方。他祈祷希望有人能听见	He placed a wooden log where he sat and prayed. He prayed hoping to be heard.	Colocó un tronco de madera, donde se apostó y rezó. Rezó esperando ser escuchado.
ST01_DEOSGRACIAS/DLG_0118_2	他祈求痛苦，这样他就能减轻刺痛他灵魂的罪恶感。然后奇迹就出现了	He prayed for pain, so he could ease the guilt that sharply pierced his soul. Then the Miracle manifested itself.	Rezó para pedir dolor y así aliviar la gran culpa que se le clavaba afilada en el alma. Entonces el Milagro se manifestó.
ST01_DEOSGRACIAS/DLG_0118_3	它令根须长了出来，并且缠住了他的手臂与腿脚，但他既没有喊叫，也没有抱怨	It made roots grow and twist over his arms and legs, but not a cry nor a complaint came out from his mouth.	Le crecieron raíces en sus brazos y piernas que lo retorcieron, pero ningún lamento surgió de su labios, ninguna queja.
ST01_DEOSGRACIAS/DLG_0118_4	这地的居民都为这事作了见证。他们都在那个年轻人永恒的愉悦面前祷告	Every inhabitant of this land bore witness to it, and all of them prayed before the besought eternal joy of that youngster.	Todos los que habitaban estas tierras fueron testigos de aquello y todos rezaron ante la suplicada dicha interminable de aquel joven.
ST01_DEOSGRACIAS/DLG_0118_5	这棵在他死后数年才发芽的三元树被命名为「三字之结」，因为三是它扭曲的树干的数量，也是那年轻人临终遗言的字数：吾罪甚	This triune tree that sprouted years after his death was named The Knot of the Three Words, for three are its twisted trunks, and three were the words spoken by that youngster before he died My Great Guilt.	Este árbol trino que brotó años después de su muerte fue llamado Nudo de las Tres Palabras, pues tres son sus troncos anudados y tres fueron las únicas que pronunció el joven antes de morir Mi Gran Culpa.
ST01_DEOSGRACIAS/DLG_0118_6	每年它的树心中都会流出一种金色的、燃烧着的液体，使他的记忆永存，或许还能提醒我们，第一奇迹并没有抛弃我们	Every year, from its core, flows a golden, burning liquid, perpetuating his memory, and, perhaps, to remind us that the First Miracle has not abandoned us.	Cada año fluye de su interior oro líquido y ardiente, perpetuando su recuerdo y quizás para recordarnos que el Primer Milagro no nos ha abandonado.
ST01_DEOSGRACIAS/DLG_0118_7	因为扭曲正是，曾是，也将是奇迹之路	For twisted are, were and will be, the paths of the Miracle.	Pues nudosos son, fueron y serán los caminos del Milagro.
ST01_DEOSGRACIAS/DLG_0120_0	你把圣王从痛苦的折磨中释放了出来，现在他正走在大梦境的另一边	You have freed His Holiness from his afflicted torment, and now he walks by the old processions on the other side of the Dream.	Habéis liberado a Su Santidad de su afligido tormento, ahora camina junto a las procesiones antiguas al otro lado del Sueño.
ST01_DEOSGRACIAS/DLG_0120_1	这是苦痛奇迹的摇篮，当圣父默默地为他那神圣的扭曲时刻感到悲伤时，他的额上流出的鲜血与黄金铸就了最后的圣物，这就是圣杯。	The Cradle of the Grievous Miracle, the final relic, the grail of blood and gold that emanated from the forehead of the Father as he silently lamented the moment of his blessed twisting.	"La Cuna del Milagro Doloroso, la reliquia definitiva, la copa de sangre y oro que emanó de la frente del Padre mientras lamentaba mudo en el momento de su bendito retorcimiento. "
ST01_DEOSGRACIAS/DLG_0120_2	第一件圣物就在这里，在翻转王座旁边的灰山山顶之上，我们不可思议的痛苦正在那里亲吻着圣王	That first relic is here, at the top of the ashen mountain next to the Turned Throne where His Holiness was kissed by our Miraculous Pain.	Esa primera reliquia está aquí, en lo alto de la montaña de ceniza junto al Trono Girado donde Su Santidad fue besada por nuestro Dolor Milagroso.
ST01_DEOSGRACIAS/DLG_0120_3	现在，与奇迹的最后交流正在等待着你	And now your final communion with the Miracle awaits.	Ahora vuestra comunión final con el Milagro os espera.
ST01_DEOSGRACIAS/DLG_0120_4	只有你才能知道有多少已经渗透进了你的罪恶之心	Only you will be able to know how much of it has seeped into your guilty heart.	Solo vos podréis saber cuánto ha penetrado en vuestro corazón culpable.
ST01_DEOSGRACIAS/DLG_0121_0	这里有一扇门，它的青铜上永远保存着奇迹所选之人的苦难	Here lies the door on whose bronze the ordeals of those chosen by the Miracle are perpetuated.	He aquí la puerta en cuyo bronce se perpetúan los calvarios de los elegidos por el Milagro.
ST01_DEOSGRACIAS/DLG_0121_1	在门上，为使这些艺术形象得到崇拜和崇敬，我们必须进行装饰	On it, for the art of these images to be worshipped and revered, ornamentation must take place.	En ella el arte de las imágenes, para su culto y devoción, requieren el auxilio del ornamento.
ST01_DEOSGRACIAS/DLG_0121_2	圣王的雕像从高处注视着我们，僵硬冷峻，但正是这青铜浮雕会决定谁有资格从它那装饰华丽的拱门下走过	His sculpted Holiness watches us, rigid, from on high, but it is the relief of the bronze that dictates who is worthy of passing under its adorned arch.	Su esculpida Santidad nos observa rígida desde lo alto, pero es el relieve de bronce lo que dictamina quién es digno de cruzar bajo su adornado arco.
ST01_DEOSGRACIAS/DLG_0121_3	找到神圣面容，这样铜像便会得出结论	Find the Holy Visages, and the Bronze will know.	Encuentra a los Santos Rostros, y el Bronce lo sabrá.
ST01_DEOSGRACIAS/DLG_0121_4	因为善变正是奇迹的希望	For fickle are the wishes of the Miracle.	Pues caprichosos son los deseos del Milagro.
ST01_DEOSGRACIAS/DLG_0122_0	与第一奇迹的交流正在等待着你	Your communion with the First Miracle awaits.	Vuestra comunión con el Primer Milagro os espera.
ST01_DEOSGRACIAS/DLG_0123_0	就这样，与生自罪恶之剑的最终交融时刻到来了。这是最后的牺牲，以便完成忏悔，并与苦痛奇迹的邪恶意志切断联系	And thus came the moment of final communion with the sword born of guilt. A last sacrifice in order to finish penance and break off with the ungodly will of the Grievous Miracle.	Y así llegó el momento de la comunión final con la espada nacida de la culpa. Un último sacrificio para terminar su penitencia y con la impiadosa voluntad del Milagro Doloroso.
ST01_DEOSGRACIAS/DLG_0123_1	但是奇迹的计划是反复无常的。忏悔永远不会结束，但会随意改变、伤害与谴责	But the plans of the Miracle are capricious. Penance never ends, but changes, hurts and condemns at will.	Pero los designios del Milagro son caprichosos. La penitencia no termina nunca, mas cambia, duele y condena a voluntad propia.
ST01_DEOSGRACIAS/DLG_0123_2	梦的另一边没有忏悔者的容身之地。他的位置就在这里，在我们中间	There is no place for the Penitent One on the other side of the dream. His place is here, among us.	No hay lugar para el Penitente al otro lado del sueño. Su lugar está aquí, entre nosotros.
ST01_DEOSGRACIAS/DLG_0123_3	他是新的圣父，奇迹幼子	He is the new Father and the last son of the Miracle.	Él es el nuevo Padre y el último hijo del Milagro.
ST01_DEOSGRACIAS/DLG_0123_4	接受我们的祷文吧	Recipient of our prayers.	Destino de nuestras oraciones.
ST01_DEOSGRACIAS/DLG_0123_5	直到永远	For ever and ever.	Por los siglos de los siglos.
ST02_REDENTO/DLG_0201_0	啊，忏悔者！我们在同样的苍穹下走过奇怪的道路。别无他途，别无他法	O, Penitent One! We traverse strange roads under the same firmament. With nay other trade, nay other name.	¡Oh, Penitente! Recorremos sendas extrañas bajo el mismo cielo. Sin más oficio y sin otro nombre.
ST02_REDENTO/DLG_0201_1	我的名字叫瑞登托，是屈膝者修会的赤足朝圣者	My name is Redento, barefoot pilgrim of the Order of the Genuflectors.	Soy clamado Redento, peregrino descalzo de la Orden de los Genuflectores.
ST02_REDENTO/DLG_0201_2	求你不要因为我没有看你的脸而生气，因为我们每时每刻都在前倾，以防我们的眼睛离开道路。这是我们的古老信条	Prithee taketh nay affront in my not looking at thy visage, for we at each moment lean forth, so as not to divert our eyes from the path. Such is our olde precept.	No toméis como ofensa el no miraros al rostro, pues siempre estamos inclinados para no desviar nuestros ojos del camino. Es esa nuestra antigua regla.
ST02_REDENTO/DLG_0201_3	我们倒立在那口埋在地里的大钟洪多之前，它的钟声会撼动大地，直至远方	We are before Jondo, the great buried bell, erected upside down so that its ringing would make the earth tremble and reach distant lands.	Nos encontramos ante Jondo, la gran campana enterrada erigida al revés para que su tañido hiciera vibrar la propia tierra y se extendiera hasta territorios lejanos.
ST02_REDENTO/DLG_0201_4	现在，洪多又发出了深沉的三重呻吟，那呻吟的回声回荡在宽阔的螺旋形圆圈里	Now Jondo resoundeth in a deep triune moan, that traveleth in echoes through its broad spiralling circles.	Ahora en lo que Jondo resuena es un profundo quejido trino, que viaja en ecos por sus largos círculos en espiral.
ST02_REDENTO/DLG_0201_5	我的双脚希望前往这古老山谷的另一边，走向下一个目的地	My feet wish to cross to the other side of this ancient valley to move onto the next destination.	Mis pies desean cruzar al otro lado de este antiguo valle para continuar al siguiente destino.
ST02_REDENTO/DLG_0201_6	啊，我的罪过啊！谁能帮助我？	Oh, my sins! Who could help me?	¡Oh, pecados míos! ¿Quién me podría socorrer?
ST02_REDENTO/DLG_0202_0	忏悔者啊，愿你的事业既不能沉沦你的精神，也不会沉默你的躯体	Penitent One, may thy trades silence neither thy spirit nor thy frame.	Penitente, que no hagan callo vuestros oficios ni en el alma ni en el cuerpo.
ST02_REDENTO/DLG_0203_0	哦！你回应了我的祷文！修会感谢你的帮助！	Oh! Thou art the answer to my prayers! The Order thanketh thee for thine aid.	¡Oh! ¡Sois la respuesta a mis plegarias! La Orden agradece vuestro auxilio.
ST02_REDENTO/DLG_0203_1	对我来说，留在此地已毫无价值。忏悔者啊，去追随圣父吧	It is of little use for me to remain here. Go with the Father, oh Penitent One.	Poco me aprovecha permanecer aquí. Id con El Padre ahora, Penitente.
ST02_REDENTO/DLG_0204_0	在这条路上有着安慰和生活。赤脚的主啊，求你聆听我的祷文！	On the path lies the solace and the life. Prithee heed my prayers, Oh Lord of the bare feet!	En el camino está el consuelo y la vida... ¡Escuchad mis plegarias, oh Señor de pies descalzos!
ST02_REDENTO/DLG_0204_1	啊啊！原谅我吧，忏悔者…我竟毫无察觉，在祷文中，我们的道路和错误再次交织在了一起	Oh! Forgive me, Penitent One... Without my knowing, amidst prayers, our roads and faults become intertwined once more.	¡Oh! Perdonadme, Penitente... Sin darme cuenta entre rezos nuestros caminos y culpas se vuelven a cruzar.
ST02_REDENTO/DLG_0205_0	啊，忏悔者！道路真的已经开放了吗？	Oh Penitent One! Is it true that the roads are free?	¡Oh, Penitente! ¿Es cierto que las sendas están libres?
ST02_REDENTO/DLG_0205_1	你使我见到了奇妙的异象。我们的相遇真是万幸	Wondrous vision thou allowest me to behold. Blessed be our encounter.	Maravillosa visión es la que me permitís contemplar. Bienaventurado sea nuestro encuentro.
ST02_REDENTO/DLG_0206_0	困苦再次令我们联合在了一起，忏悔者	Bitter moments reunite us again, Penitent One.	Momentos amargos nos vuelven a unir, Penitente.
ST02_REDENTO/DLG_0207_0	我配不上你无限的怜悯。我们中受到祝福的人才会找到它	I am not worthy of thine infinite compassion. Blessed are those of us who find it.	No soy digno de vuestra infinita compasión. Dichosos somos los que la encontramos.
ST02_REDENTO/DLG_0207_1	我将为你祈祷，并为这次神圣的相遇感谢圣师	I will pray for thee and thank the Master for this holy encounter.	Rezaré por vos y agradeceré al Maestro este bendito encuentro.
ST02_REDENTO/DLG_0207_2	现在我的双足正朝着神圣禁忌之墙前进。区区一个朝圣者如何通过这样的工事呢？	Now my feet are marching towards Holy Prohibitions. How can a simple pilgrim advance through such fortification?	Ahora mis pies marchan hacia Santas Prohibiciones. ¿Cómo un simple peregrino puede atravesar semejante fortificación?
ST02_REDENTO/DLG_0207_3	哦，亲切的圣父！哦，朝圣者的主人！你即将到来的考验会有多艰难？	Oh, Fraternal Father! Oh, master of pilgrims! How arduous are your upcoming trials?	¡Oh, Padre Fraterno! ¡Oh, maestro de peregrinos! ¿Cuán imposibles son tus siguientes pruebas?
ST02_REDENTO/DLG_0208_0	对我来说，留在此地已毫无价值。忏悔者啊，去追随圣父吧	It is of little use for me to remain here. Go with the Father, oh Penitent One.	Poco me aprovecha permanecer aquí. Id con El Padre ahora, Penitente.
ST02_REDENTO/DLG_0209_0	忏悔者，听我忏悔…面对苦痛奇迹带来的新考验，胆怯在我的内心里深深扎下了根	Penitent One, heed my confession... Cowardice taketh root inside of me in the face of this new test by the Grievous Miracle.	Penitente, escuchad mi confesión... La cobardía echa sus raíces dentro de mí ante esta nueva prueba del Milagro Doloroso.
ST02_REDENTO/DLG_0209_1	如果不是选择了以流浪作为最温和的忏悔的罪人，我们这些朝圣者又会是谁呢？	Who are we pilgrims, if not sinners who have chosen wandering as the gentlest of penances?	¿Qué somos los peregrinos, sino pecadores que hemos elegido el caminar como la más amable de las penitencias?
ST02_REDENTO/DLG_0209_2	哦！让我弯下腰来，遮住我的眼泪	Oh! Let my bent back cover my tears.	¡Oh! Dejad que mi espalda inclinada cubra mis lágrimas.
ST02_REDENTO/DLG_0210_0	那些尖叫声使我的灵魂充满了恐惧…	Those screams filled my soul with fright...	Aquellos gritos me llenaron el alma de espanto...
ST02_REDENTO/DLG_0210_1	你净化了我的恐惧，再次帮助这个可怜的朝圣者	Thou hast purged my fears and helped this poor pilgrim again.	Habéis purgado mis miedos y auxiliado a este pobre peregrino de nuevo.
ST02_REDENTO/DLG_0210_2	我们已经选择了不同的道路，但在道路的尽头，你和这个罪人仍然等待着宽恕。无论它在哪里，近或远，在今生或在大梦境的彼岸	We have chosen different roads, but still, absolution awaits at the end of the path for thee and this sinner. Wherever it is, near or far, in this life or on the other side of the Dream.	A pesar de haber elegido sendas diferentes, a vos y a este pecador nos espera el perdón al final esté donde esté, cerca o lejos, en esta vida o al otro lado del Sueño.
ST02_REDENTO/DLG_0210_3	发自内心地怜悯吧，忏悔者	Merciful be the heart, Penitent One.	Misericordioso corazón sea, Penitente.
ST02_REDENTO/DLG_0211_0	哦，我的罪过！充满反思的漫长旅程难道还不够吗？	Oh, my sins! Is a long journey filled with reflection not enough?	¡Oh, pecados míos! ¿No es suficiente un largo camino lleno de reflexiones?
ST02_REDENTO/DLG_0211_1	脚上老茧，腿上抽筋，口渴难耐，前额被永不落山的太阳晒得焦灼，这些难道还不够吗？	What of the calluses on the feet, the cramps in the legs, the thirst, the forehead scorched by a sun that seemeth never to set?	¿Qué hay de los callos en los pies, los calambres en las piernas, la sed, la frente abrasada por un sol que parece no ponerse nunca?
ST02_REDENTO/DLG_0211_2	当罪恶一次又一次地刺穿我们的心时，我们的心灵受到的又是怎样的折磨？	And what about the torturing of the mind when guilt pierceth our hearts time after time?	¿Y qué hay de las torturas del pensamiento cuando la culpa se nos clava una y otra vez en el corazón?
ST02_REDENTO/DLG_0211_3	我的罪过啊，你还在期待些什么惩罚呢？	What more punishment do ye want, oh sins of mine?	¿Qué más castigo queréis, oh pecados míos?
ST02_REDENTO/DLG_0212_0	我在这里停了下来，想寻找到前往彼岸的渡口，以便继续我的流浪赎罪。啊！不要让这件事情烦扰你，在罪过中懊悔，因为我的脚必将找到期待已久的路途	I halt here to look for a crossing to the other side, so as to continue my penance in wandering. Ah! Don't let it be a disturbance to thee, Penitent in guilt, for my feet will find their long-awaited walking.	Paro aquí para buscar un paso al otro lado y así continuar mi penitencia en el andar. ¡Ah! No os sea un desasosiego, Penitente en culpa. Ya encontrarán mis pies su ansiado caminar.
ST02_REDENTO/DLG_0212_1	忏悔者啊，愿你的事业既不能沉沦你的精神，也不会沉默你的躯体	Penitent One, may thy trades silence neither thy spirit nor thy frame.	Que no hagan callo vuestros oficios ni en el alma ni en el cuerpo.
ST02_REDENTO/DLG_0213_0	啊，我的罪过…	Oh, sins of mine...	Oh, pecados míos...
ST02_REDENTO/DLG_0214_0	你面前的是元初圣客。首位赤脚圣约，一切罪人的圣师	Thou art before the First Pilgrim. The first of the Barefoot Rule, Master of all errant sinners.	Estáis ante el Primer Peregrino. El primero en la Regla Descalza, Maestro de todos los pecadores andantes.
ST02_REDENTO/DLG_0214_1	这座古老的石灰石雕像是在大师的朝圣之旅结束的地方竖立的，也是他迈出最后一步的地方	This old limestone statue was erected where the pilgrimage of the master ended, where he took his last step.	Esta vieja estatua de piedra caliza fue erigida donde el peregrinaje del maestro concluyó, donde dio su último paso.
ST02_REDENTO/DLG_0214_2	就在那时，奇迹揽他入怀，让他可以继续沿着古老队伍的道路走下去	It was then that the Miracle carried him in its arms so he could continue his path on the road of the old processions.	Fue en ese momento cuando el Milagro se lo llevó en su regazo para que continuase por su camino de la vía de las procesiones antiguas.
ST02_REDENTO/DLG_0215_0	赤脚圣师，你还希望我做些什么？	Barefoot Master, what else dost thou want from me?	Maestro descalzo, ¿qué más queréis de mi?
ST02_REDENTO/DLG_0216_0	赤脚圣师，请等着我…	Barefoot Master, wait for me...	Maestro descalzo, esperadme...
ST02_REDENTO/DLG_0217_0	圣师指示我们道路的所在。冰冷的石头下，新的台阶在等着我们	The Master showeth us the continuation of the path. New steps await us under the cold stone.	El Maestro nos enseña la continuación del camino. Nuevos pasos nos esperan bajo la fría piedra.
ST02_REDENTO/DLG_0218_0	哦…忏悔者，我们正被悲剧，死亡和痛苦所包围…	Oh... Penitent One, we are surrounded by tragedy, death and pain...	Oh... Penitente, estamos rodeados de tragedia, muerte y dolor...
ST02_REDENTO/DLG_0218_1	奇迹用它那许多可怕的手惩罚着我们，它的手伸到每一个地方，伸到每一个人的心里，甚至伸到我们的思想里	The Miracle punishes us with its many terrible hands, hands that reach everywhere, into all hearts and even into our thoughts.	El Milagro nos castiga con sus múltiples y terribles manos que llegan a todas partes, a todos los corazones e incluso a nuestros pensamientos.
ST02_REDENTO/DLG_0218_2	这世上还能有什么刑罚，会比那些我们不知原因何在的刑罚更严重的吗？	Is there worse punishment than the one for which we do not know the reason?	¿Existe peor castigo que aquel por el cual no sabemos el motivo?
ST02_REDENTO/DLG_0219_0	一堵无法逾越的墙，似乎矗立在了我们的双脚和我们神圣的目的地之间	An insurmountable wall seemeth to interpose itself between our feet and our holy destinations.	Un muro infranqueable se interpone entre nuestros pies y nuestros santos destinos.
ST02_REDENTO/DLG_0219_1	有什么祝福能拯救我们脱离这苦难吗？	Will there ever be a blessing that saveth us from this sorrow?	¿Habrá alguna bendición que nos sane este pesar?
ST02_REDENTO/DLG_0220_0	我要做些什么，才能避开奇迹放在我的赤脚前方的难题呢？	What can I do to avoid the difficulties that the Miracle layeth in front of my bare feet?	¿Qué puedo hacer para evitar estos peligros que el Milagro pone ante mis descalzos pies?
ST03_TIRSO/DLG_0301_0	发自内心地悲痛吧，忏悔者。欢迎来到阿尔贝罗，这里是这群谦卑的伤口舔舐者同胞们的避难所	Sorrowful be the Heart, Penitent One. Welcome to Albero, sanctuary to this humble brotherhood of the Kissers of Wounds.	Compungido Corazón sea, Penitente. Bienvenido a la villa de Albero, refugio de esta humilde cofradía clamada de los Besadores de Llagas.
ST03_TIRSO/DLG_0301_1	留在这里的人很少仍然可以雇佣它，但我可是蒂尔索	Few remain here who can still employ it, but Tirso is my name.	Pocos quedan aquí con fuerzas para usarlo, mas Tirso es mi nombre.
ST03_TIRSO/DLG_0301_2	我们中很少有人还关心病患	There are few of us who still care for the sick and ailing.	Somos pocos los que ya quedamos en el cuidado de los enfermos y dolientes.
ST03_TIRSO/DLG_0301_3	我们虔诚地亲吻，为那些寻求我们保护的人的伤口献上祝福，这样，我们和他们都将继续受到奇迹的庇护	With devout kisses, we bless the wounds of those who seek our protection, thus both we and they remain at the mercy of the Miracle.	Con piadosos ósculos bendecimos las heridas del que pida nuestro amparo, y así a merced del Milagro quedamos los unos y los otros.
ST03_TIRSO/DLG_0302_0	发自内心地悲痛吧，满心仁爱的忏悔者	Sorrowful be the Heart, Penitent One full of clemency.	Compungido Corazón sea, Penitente en la clemencia.
ST03_TIRSO/DLG_0303_0	奇迹正一个接一个地把我们带走。我们能避免这种由至高意志强加给我们的命运吗？	The Miracle is taking us away, one after the other. Could we avoid this fate that is imposed on us from the High Wills?	El Milagro nos está llevando uno tras otro. ¿Podemos evitar este destino que se nos impone desde las Altas Voluntades?
ST03_TIRSO/DLG_0304_0	良善之痛一次又一次地鞭笞着我们。啊啊！它何时才会满足？	The Virtuous Pain flogs us time after time. Oh! When will it be satisifed?	El Buen Dolor nos azota una y otra vez. ¡Oh! ¿Cuándo quedará complacido?
ST03_TIRSO/DLG_0305_0	忏悔者啊，你这困苦虔诚的人，当生命的日头向我们落下时，我们往哪里去呢？	Penitent One, where will we go, afflicted and devout, when the sun of life sets on us?	Penitente, ¿adónde iremos, afligidos y piadosos, cuando se nos ponga el sol de la vida?
ST03_TIRSO/DLG_0306_0	你随身携带的…你已经接受了…惩罚，忏悔者。是你对奇迹的渴望让你比我们更在意吗？	That which you carry with you... You have embraced...punishment, Penitent One. Is it your desire for the Miracle to keep you in mind more than the rest of us?	Eso que lleváis con vos... Habéis abrazado... al Castigo, Penitente. ¿Es vuestro deseo que el Milagro os tenga más presente que al resto de nosotros?
ST03_TIRSO/DLG_0306_1	这不是我的责任，但要小心那条扭曲的道路，在那里交流将引导你	It is not my responsibility, but beware of the twisted paths where that communion will lead you.	No es de mi incumbencia, pero cuidaos de las tortuosas sendas por las que os lleve esa comunión.
ST03_TIRSO/DLG_0307_0	我们还要克服多少考验？	How many more trials must we overcome?	¿Cuántas más son las pruebas que debemos superar?
ST03_TIRSO/DLG_0308_0	我们很快就会与惩戒团聚，在大梦境的另一边，在古队列的路上与被惩罚的人团聚	We will soon be reunited with the Punishment and with the punished on the way of the Old Processions, on the other side of the Dream.	Pronto nos reuniremos con el Castigo y con los castigados en la vía de las Procesiones Antiguas, al otro lado del Sueño.
ST03_TIRSO/DLG_0309_0	奇迹已对我们展现了仁慈	The Miracle has been merciful to us.	El Milagro ha sido misericordioso con nosotros.
ST03_TIRSO/DLG_0309_1	只要兄弟会中还有兄弟，纵使只有一人，我们的希望也会存在	As long as this brotherhood has brothers, even if just one, there will be hope for the ill.	Siempre que esta cofradía tenga hermanos, aunque solo sea uno, habrá esperanzas para los enfermos.
ST03_TIRSO/DLG_0309_2	拿着这个，作为感激的表现吧，虔诚的忏悔者	Take this as a token of gratitude, Penitent One in piety.	Tomad esto como muestra de agradecimiento, Penitente en la piedad.
ST03_TIRSO/DLG_0310_0	"你真仁慈，忏悔者。多亏了你的贡献，兄弟会才得以继续运转 "	"Merciful be, Penitent One. With your contribution, the work of this brotherhood carries on. "	Misericordioso seáis, Penitente. Con vuestra aportación la obra de esta cofradía continúa.
ST03_TIRSO/DLG_0311_0	墙外的时间过得很奇怪，在我们不应深思的日暮之中	Time outside these walls passes by strangely, in sundowns we need not contemplate.	El tiempo ahí afuera transcurre extraño en atardeceres que no nos es menester contemplar.
ST03_TIRSO/DLG_0311_1	但如果你的忏悔碰巧把你带到上述的天空下，那就请给我们带来一些药膏的原料吧	But if your penance happens to carry you under said skies, be so kind as to bring us some ingredients for our ointments.	Pero si vuestra penitencia os lleva bajo dichos cielos, tened la caridad de traernos algunos ingredientes para nuestros ungüentos.
ST03_TIRSO/DLG_0312_0	奇迹的意志会让你知道他们是什么人	The will in the Miracle shall show you which ones they are.	La voluntad en el Milagro os mostrará cuales son.
ST04_LVDOVICO/DLG_0401_0	你召唤了真理神龛修会的旋转窗口	Thou hast called upon the Winch of the Order of the True Shrine.	Habéis llamado al Torno de la Orden del Genuino Sepulto.
ST04_LVDOVICO/DLG_0402_0	这可怜的小姑娘…	This poor lass...	Esta pobre zagala...
ST04_LVDOVICO/DLG_0402_1	人们为她的圣名流下了热泪	Many tears were shed in her blessed name.	Numerosas lágrimas cayeron en su beato nombre.
ST04_LVDOVICO/DLG_0402_2	千千万万的祷文并不能说明苦痛奇迹是否代表了真正的圣洁…	A thousand prayers do not clarify whether or not the Grievous Miracle is a manifestation of true holiness...	Mil plegarias no aclaran si el Milagro Doloroso es o no una manifestación de la verdadera santidad...
ST04_LVDOVICO/DLG_0402_3	然而，在我们心中，毫无疑问她受到了不公正的惩罚	Still, in our heart lieth no doubt that she was unjustly punished.	Sin embargo en nuestro corazón no hay duda de que ella fue injustamente castigada.
ST04_LVDOVICO/DLG_0403_0	特图狄拉的遗骸已收集完毕。现在我们可以为她举行第二次，也是真正的葬礼	The remnants of Tentudía have been gathered. It is now possible to give her the second, true burial.	Los restos de Tentudía están reunidos. Ahora es posible darle la segunda y verdadera sepultura.
ST04_LVDOVICO/DLG_0403_1	如果能得到如此的善待，你会得到她的守护的	With this supplication she shall watch over thee.	Con esta plegaria ella velará por vos.
ST04_LVDOVICO/DLG_0404_0	那么，你已经见过了科里奥法斯了…	Then thou hast already met Cleofás...	Entonces habéis conocido a Cleofás...
ST04_LVDOVICO/DLG_0404_1	他曾经是这个教会的一员。然而不幸的是，有一天他违背了自己的誓言并消失得无影无踪，因为他听到了…奇迹发生的消息	He was once a member of this congregation. One woeful day he broke his vows, and left upon hearing the news that...a miracle had occurred.	Él fue una vez miembro de esta congregación. Un día rompió sus votos y se marchó cuando escuchó la noticia de que había sucedido... un milagro.
ST04_LVDOVICO/DLG_0404_2	我们此后再也没有见到过他	We never heard from him again.	Nunca más supimos de él.
ST04_LVDOVICO/DLG_0404_3	请把这个交给他，这对他有着很重要的意义	Please give him this. It will mean a lot to him.	Por favor, entregadle esto. Significará mucho para él.
ST04_LVDOVICO/DLG_0405_0	修会祝福你，沉默的忏悔者	The Order blesses thee, Penitent One in silence.	La Orden os bendice, Penitente en el silencio.
ST04_LVDOVICO/DLG_0406_0	寻找下一块残骸吧，修会祝福你	Find the next remnants. The Order blesses thee.	Encontrad los siguientes restos. La Orden os bendice.
ST04_LVDOVICO/DLG_0407_0	我们把那些被肢解与遗忘的人的遗骨聚集在这里，这样我们就可以按照我们仁慈的律法，为他们举行神圣的葬礼	In this place we gather the remains of those who were separated and forgotten, so we can grant them holy burial as our charitable Rule prescribeth.	En este lugar reunimos los vestigios de todo aquel que fue separado y olvidado, y así poder darle santa sepultura, tal como ordena nuestra caritativa Regla.
ST04_LVDOVICO/DLG_0407_1	帮助这些可怜的灵魂吧，哦，沉默的忏悔者。修会祝福你	Helpest these poor souls, Oh Penintent one in silence. The Order blesses you.	Ayudad a estas pobres almas, Penitente en el silencio. La Orden os bendice.
ST04_LVDOVICO/MSG_0404_0	没有回答	No answer.	Sin respuesta.
ST05_DAGGER/DLG_0502_0	接受我下一次的深刻痛苦	Take the next of my deep pains.	Tomad el siguiente de mis dolores profundos.
ST05_DAGGER/DLG_0503_0	接受我的最后一次痛苦，那是所有痛苦中最深刻、最尖锐的一种	Take the last one of these pains of mine, the deepest and sharpest of them all.	Tomad el último de los dolores míos, el más profundo y afilado de todos.
ST05_DAGGER/DLG_0503_1	哦，有罪的忏悔者啊，现在去惩戒摇篮吧	Now depart towards the Cradle of Punishment, oh Penitent One in guilt.	Ahora marchad hacia la Cuna del Castigo, Penitente en la culpa.
ST05_DAGGER/MSG_0501_0	最大生命值已增加	Maximum health has increased.	La salud máxima ha aumentado.
ST06_VIRIDIANA/DLG_0601_0	忏悔者啊，我被委托从福地守护你。一切都已安排就绪	From a place of blessings have I been entrusted with watching over you, Penitent One. Thus it has been arranged.	De un lugar de bendiciones se me encomienda velar por vos, Penitente. Así pues se ha dispuesto.
